4.999999999999999237e-03    1.000133477499480339e+00    1.000000000000000036e-10
5.041194267029587388e-03    1.000115620765440694e+00    1.000000000000000036e-10
5.082727927586390936e-03    1.000268621107067490e+00    1.000000000000000036e-10
5.124603777883937963e-03    1.000016310024344879e+00    1.000000000000000036e-10
5.166824637173335344e-03    9.999380684193305280e-01    1.000000000000000036e-10
5.209393347933089988e-03    9.998123947672584722e-01    1.000000000000000036e-10
5.252312776060467057e-03    9.998218389217665703e-01    1.000000000000000036e-10
5.295585811064457138e-03    1.000096633258172441e+00    1.000000000000000036e-10
5.339215366260274299e-03    9.999582879390611634e-01    1.000000000000000036e-10
5.383204378965509955e-03    9.999504254961795180e-01    1.000000000000000036e-10
5.427555810697900010e-03    1.000057599094074323e+00    1.000000000000000036e-10
5.472272647374675815e-03    9.997452322427160532e-01    1.000000000000000036e-10
5.517357899513603003e-03    9.997294991441222356e-01    1.000000000000000036e-10
5.562814602435676124e-03    9.998300210261340526e-01    1.000000000000000036e-10
5.608645816469441311e-03    1.000247268668941869e+00    1.000000000000000036e-10
5.654854627157045871e-03    9.997653128976681236e-01    1.000000000000000036e-10
5.701444145461961877e-03    9.995569691918431143e-01    1.000000000000000036e-10
5.748417507978449692e-03    9.996663307797809539e-01    1.000000000000000036e-10
5.795777877142694635e-03    9.999627205905469163e-01    1.000000000000000036e-10
5.843528441445726938e-03    9.999937311590476607e-01    1.000000000000000036e-10
5.891672415648108521e-03    1.000344405240327861e+00    1.000000000000000036e-10
5.940213040996321532e-03    9.996023385196880495e-01    1.000000000000000036e-10
5.989153585441003499e-03    9.999244666538338322e-01    1.000000000000000036e-10
6.038497343856977922e-03    9.999845405276145405e-01    1.000000000000000036e-10
6.088247638265037801e-03    1.000049567406979811e+00    1.000000000000000036e-10
6.138407818055626949e-03    1.000378249596546087e+00    1.000000000000000036e-10
6.188981260214319359e-03    9.998815470448904064e-01    1.000000000000000036e-10
6.239971369549196338e-03    9.998605242057670983e-01    1.000000000000000036e-10
6.291381578920034710e-03    9.998590009783256960e-01    1.000000000000000036e-10
6.343215349469440503e-03    1.000165838231058757e+00    1.000000000000000036e-10
6.395476170855885628e-03    1.000028517644759418e+00    1.000000000000000036e-10
6.448167561488605919e-03    9.998072640906922048e-01    1.000000000000000036e-10
6.501293068764496703e-03    1.000068267170186598e+00    1.000000000000000036e-10
6.554856269306955606e-03    9.997887013496836728e-01    1.000000000000000036e-10
6.608860769206635274e-03    9.999246226898571566e-01    1.000000000000000036e-10
6.663310204264248290e-03    1.000109530603061847e+00    1.000000000000000036e-10
6.718208240235328844e-03    9.999788744669999563e-01    1.000000000000000036e-10
6.773558573077055264e-03    9.998708946645312734e-01    1.000000000000000036e-10
6.829364929197033647e-03    9.998403815426164520e-01    1.000000000000000036e-10
6.885631065704195253e-03    1.000020358692156108e+00    1.000000000000000036e-10
6.942360770661764290e-03    9.997966661151529433e-01    1.000000000000000036e-10
6.999557863342239714e-03    1.000087930104203604e+00    1.000000000000000036e-10
7.057226194484553239e-03    9.997641149201853539e-01    1.000000000000000036e-10
