0.0065527	0.923751	0.0304096
0.00675106	0.836212	0.0256271
0.00695542	0.881273	0.0239454
0.00716596	0.862548	0.0211178
0.00738289	0.865201	0.0190685
0.00760637	0.889072	0.0174473
0.00783663	0.908454	0.0158522
0.00807385	0.884632	0.0141717
0.00831825	0.891535	0.0129717
0.00857005	0.88441		0.0117971
0.00882948	0.901238	0.0111371
0.00909675	0.886786	0.0102492
0.00937212	0.898723	0.00964755
0.00965583	0.906134	0.00912896
0.00994812	0.898358	0.00851321
0.0102493	0.884736	0.00792023
0.0105595	0.897968	0.00752675
0.0108792	0.883993	0.0134764
0.0112085	0.906757	0.0248744
0.0115478	0.882706	0.0225945
0.0118973	0.848426	0.0202241
0.0122575	0.903747	0.021158
0.0126285	0.902499	0.0201953
0.0130108	0.872238	0.0184569
0.0134047	0.848159	0.0169439
0.0138104	0.850829	0.0162659
0.0142285	0.861594	0.0158786
0.0146592	0.864761	0.0152873
0.0151029	0.833326	0.00673167
0.0155601	0.824686	0.00630224
0.0160311	0.817094	0.005947
0.0165164	0.804886	0.00558219
0.0170164	0.762047	0.00508197
0.0175315	0.656305	0.00425691
0.0180622	0.465842	0.00305816
0.0186089	0.206732	0.00154475
0.0191723	0.0507248	0.000541339
0.0197526	0.0610251	0.000571111
0.0203506	0.121853	0.000887551
0.0209666	0.151597	0.00101071
0.0216013	0.142418	0.000933006
0.0222552	0.100657	0.000952484
0.0229289	0.0563715	0.000567448
0.0236229	0.0213865	0.000263915
0.024338	0.00682267	0.000117717
0.0250747	0.0103034	0.000148316
0.0258338	0.0225628	0.000247588
0.0266158	0.0323715	0.000318001
0.0274215	0.0339996	0.000323534
0.0282516	0.0280886	0.000271287
0.0291068	0.0172101	0.00018341
0.0299879	0.0076764	0.000103975
0.0308956	0.0025556	5.17E-05
0.0318309	0.00295686	5.39E-05
0.0327944	0.00645337	8.28E-05
0.0337871	0.00993785	0.00010644
0.0348099	0.0105373	9.59E-05
0.0358636	0.00801437	7.73E-05
0.0369493	0.00410358	4.89E-05
0.0380678	0.00144144	2.60E-05
0.0392201	0.000979337	2.02E-05
0.0404073	0.00237177	3.44E-05
0.0416305	0.00381371	4.36E-05
0.0428907	0.00378154	4.15E-05
0.0441891	0.00247901	3.09E-05
0.0455267	0.000987291	1.77E-05
0.0469048	0.000425407	1.09E-05
0.0483247	0.000994105	1.65E-05
0.0497875	0.00166285	2.16E-05
0.0512946	0.00159579	2.18E-05
0.0528474	0.00082016	1.43E-05
0.0544471	0.000311463	8.18E-06
0.0560953	0.00037921	8.75E-06
0.0577934	0.000748847	1.24E-05
0.0595428	0.000743357	1.20E-05
0.0613452	0.000404179	8.30E-06
0.0632022	0.000169969	5.01E-06
0.0651154	0.00029214	6.48E-06
0.0670865	0.000432174	7.82E-06
0.0691173	0.000301434	6.25E-06
0.0712096	0.000110867	3.52E-06
0.0733651	0.000161353	4.15E-06
0.075586	0.000240541	5.00E-06
0.077874	0.000166285	3.98E-06
0.0802314	7.16E-05	2.46E-06
0.08266		0.000117135	3.09E-06
0.0851623	0.000130291	3.18E-06
0.0877402	6.14E-05	2.09E-06
0.0903962	5.91E-05	1.99E-06
0.0931326	8.24E-05	2.32E-06
0.0959518	4.61E-05	1.67E-06
0.0988563	4.19E-05	1.55E-06
0.101849	5.39E-05	1.73E-06
0.104932	2.97E-05	1.23E-06
0.108108	2.78E-05	1.18E-06
0.111381	3.06E-05	1.22E-06
0.114752	1.67E-05	8.84E-07
0.118226	2.19E-05	1.00E-06
0.121805	1.48E-05	8.35E-07
0.125492	1.44E-05	8.26E-07
0.129291	1.23E-05	7.46E-07
0.133205	9.56E-06	6.40E-07
0.137237	9.19E-06	6.16E-07
0.141391	5.94E-06	4.83E-07
0.145671	6.06E-06	4.80E-07
0.150081	5.21E-06	4.38E-07
0.154624	4.08E-06	3.82E-07
0.159304	3.42E-06	3.45E-07
0.164127	2.79E-06	3.07E-07
0.169095	2.27E-06	2.76E-07
0.174214	1.82E-06	2.47E-07
0.179487	2.00E-06	2.60E-07
0.184921	1.38E-06	2.14E-07
0.190518	1.69E-06	2.38E-07
0.196286	1.15E-06	1.99E-07
0.202227	1.03E-06	1.93E-07
0.208349	5.24E-07	1.45E-07
0.214656	5.80E-07	1.61E-07
0.221154	5.28E-07	1.64E-07
0.227848	7.12E-07	2.02E-07
0.234745	6.54E-07	2.07E-07
0.241851	4.25E-07	1.75E-07
0.249173	2.97E-07	1.54E-07
0.256715	1.99E-07	1.34E-07
0.264486	1.80E-07	1.33E-07
0.272493	2.06E-07	1.48E-07
0.280741	5.08E-07	2.44E-07
0.289239	1.53E-07	1.37E-07
