5.000000000000000104e-03    1.000086036554703739e+00    1.000000000000000036e-10
6.184738955823293298e-03    9.999402805135441108e-01    1.000000000000000036e-10
7.369477911646586492e-03    9.997476118056926042e-01    1.000000000000000036e-10
8.554216867469880553e-03    1.000005041847538578e+00    1.000000000000000036e-10
9.738955823293173747e-03    9.999147475797732776e-01    1.000000000000000036e-10
1.092369477911646694e-02    6.238736300740364005e-01    1.000000000000000036e-10
1.210843373493976013e-02    4.443468741674306277e-01    1.000000000000000036e-10
1.329317269076305333e-02    3.325204247236324684e-01    1.000000000000000036e-10
1.447791164658634652e-02    2.524918772302099934e-01    1.000000000000000036e-10
1.566265060240963972e-02    1.927451120348734892e-01    1.000000000000000036e-10
1.684738955823293291e-02    1.471482886402135093e-01    1.000000000000000036e-10
1.803212851405622610e-02    1.119852314320200076e-01    1.000000000000000036e-10
1.921686746987951930e-02    8.480535562698818253e-02    1.000000000000000036e-10
2.040160642570281249e-02    6.377032667556872814e-02    1.000000000000000036e-10
2.158634538152610569e-02    4.758439029920545627e-02    1.000000000000000036e-10
2.277108433734939888e-02    3.514736998275871938e-02    1.000000000000000036e-10
2.395582329317269207e-02    2.569978399947579414e-02    1.000000000000000036e-10
2.514056224899598527e-02    1.855813803302740206e-02    1.000000000000000036e-10
2.632530120481927846e-02    1.324713826354954188e-02    1.000000000000000036e-10
2.751004016064257165e-02    9.352089859925053969e-03    1.000000000000000036e-10
2.869477911646586485e-02    6.558751222918306895e-03    1.000000000000000036e-10
2.987951807228915804e-02    4.596372570561961871e-03    1.000000000000000036e-10
3.106425702811245124e-02    3.267683944830934804e-03    1.000000000000000036e-10
3.224899598393574096e-02    2.408146185334125982e-03    1.000000000000000036e-10
3.343373493975903415e-02    1.886493380164801920e-03    1.000000000000000036e-10
3.461847389558232735e-02    1.600768304778438407e-03    1.000000000000000036e-10
3.580321285140562054e-02    1.473192528192492903e-03    1.000000000000000036e-10
3.698795180722891374e-02    1.443558871205156144e-03    1.000000000000000036e-10
