5.000000000000000104e-03    9.997348802021263081e-01    1.000000000000000036e-10
6.184738955823293298e-03    9.998723111383032158e-01    1.000000000000000036e-10
7.369477911646586492e-03    1.000049585105778460e+00    1.000000000000000036e-10
8.554216867469880553e-03    1.000093281183150662e+00    1.000000000000000036e-10
9.738955823293173747e-03    9.997736569495919712e-01    1.000000000000000036e-10
1.092369477911646694e-02    9.626051764532536081e-01    1.000000000000000036e-10
1.210843373493976013e-02    4.463527414571469842e-01    1.000000000000000036e-10
1.329317269076305333e-02    1.650448919708117634e-01    1.000000000000000036e-10
1.447791164658634652e-02    2.736484280380728218e-01    1.000000000000000036e-10
1.566265060240963972e-02    1.162384588942155378e-01    1.000000000000000036e-10
1.684738955823293291e-02    1.375774054007613233e-02    1.000000000000000036e-10
1.803212851405622610e-02    5.509883407309736081e-02    1.000000000000000036e-10
1.921686746987951930e-02    8.543962565519822028e-02    1.000000000000000036e-10
2.040160642570281249e-02    5.882660551857215453e-02    1.000000000000000036e-10
2.158634538152610569e-02    1.836848797134892075e-02    1.000000000000000036e-10
2.277108433734939888e-02    8.235912643100532643e-03    1.000000000000000036e-10
2.395582329317269207e-02    2.262889444939442801e-02    1.000000000000000036e-10
2.514056224899598527e-02    3.151599033314309711e-02    1.000000000000000036e-10
2.632530120481927846e-02    2.359458007128124174e-02    1.000000000000000036e-10
2.751004016064257165e-02    9.573533495214952768e-03    1.000000000000000036e-10
2.869477911646586485e-02    3.649311175558265542e-03    1.000000000000000036e-10
2.987951807228915804e-02    7.564929516651143493e-03    1.000000000000000036e-10
3.106425702811245124e-02    1.252578804877688134e-02    1.000000000000000036e-10
3.224899598393574096e-02    1.170928561244339965e-02    1.000000000000000036e-10
3.343373493975903415e-02    6.369117093469173034e-03    1.000000000000000036e-10
3.461847389558232735e-02    2.119518634148548700e-03    1.000000000000000036e-10
3.580321285140562054e-02    2.095818775075472713e-03    1.000000000000000036e-10
3.698795180722891374e-02    4.426992718598086671e-03    1.000000000000000036e-10
3.817269076305220693e-02    5.506844848860012985e-03    1.000000000000000036e-10
3.935742971887550012e-02    4.046807190854503564e-03    1.000000000000000036e-10
4.054216867469879332e-02    1.684860420219932899e-03    1.000000000000000036e-10
4.172690763052208651e-02    5.829714811794296878e-04    1.000000000000000036e-10
4.291164658634537971e-02    1.151552867801278451e-03    1.000000000000000036e-10
4.409638554216867290e-02    2.092509506897807358e-03    1.000000000000000036e-10
4.528112449799196609e-02    2.131222199998799097e-03    1.000000000000000036e-10
4.646586345381525929e-02    1.249447502141495369e-03    1.000000000000000036e-10
4.765060240963855248e-02    3.609699057489349936e-04    1.000000000000000036e-10
4.883534136546184568e-02    1.694842393262052486e-04    1.000000000000000036e-10
5.002008032128513887e-02    5.324946264312216751e-04    1.000000000000000036e-10
